Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,release height,RelX,RelZ,Chase%,Barrel%,Fly%,Ground%,BaU,Tilt,SpinDir,wOBA,Throws,4FB stuff+,85/15 perf scale velo scale stuff+,shape+ 4FB,general performance+,P,Vel,pvelo,HorzBrk,ABS horzBreak,IndVertBrk,Spin,HorzApprAngle,xVAA T1/3,VertApprAngle,Extension,InZone%,IZ Whiff,OZ Whiff,SwStrk%,perf multiplier velo scale stuff+,50/50 perf scale velo scale stuff+,pvelo scale stuff+ 4FB,fixed scale stuff+ 4FB (pre break),vel brk stuff+ 4FB,eno sarris stuff+ 4FB,outlier
1,1238305536,P. Michael,Peter Michael,Michael,Peter,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,72.94,-23.9,72.9,18.8%,39.3%,44.8%,17.2%,26,1:00,-150.2,.596,R,99.27,495.85,505.73,16.68%,135,89.6,88.72,10.3,10.25,18.9,2368.5,-1.23,-4.72,-5.64,5.89,48.9%,-,-,5.9%,84.38,93.57,500.72,263.70,1421.32,5327.04,415.70
1,1332973056,J. Worthley,Jalen Worthley,Worthley,Jalen,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,69.58,12.5,69.6,21.1%,28.2%,31.8%,27.3%,23,11:07,153.7,.284,L,95.17,475.35,468.97,19.51%,196,89.9,87.73,-8.1,8.11,17.5,2025.0,0.58,-4.59,-5.20,5.17,53.6%,-,-,8.2%,91.51,97.13,457.07,246.76,1346.12,4473.20,357.70
1,1310973952,S. Sdao,Shane Sdao,Sdao,Shane,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,70.19,29.3,70.2,28.6%,22.4%,23.7%,43.4%,25,11:09,154.3,.270,L,104.21,520.52,509.20,22.33%,361,92.9,92.33,-8.1,8.12,17.8,2302.4,2.00,-4.44,-4.94,6.10,57.3%,-,-,10.8%,113.69,108.38,506.15,286.95,1401.85,5346.01,404.68
1,1097768704,E. Firoved,Ethan Firoved,Firoved,Ethan,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,L,74.26,0.3,74.3,16.7%,0.0%,16.7%,50.0%,26,11:23,161.3,.253,L,78.78,393.51,374.26,19.25%,26,90.3,88.45,-3.5,3.50,14.4,2357.4,-0.07,-5.27,-6.04,5.36,53.8%,-,-,7.7%,72.06,86.95,364.19,191.85,1277.20,3758.92,411.95
1,1213445632,P. Hail,Patrick Hail,Hail,Patrick,P,Baylor University,BAY,3033,Baylor,BBC,R,R,81.29,-15.0,81.3,20.7%,27.8%,36.7%,28.3%,24,12:44,-157.9,.434,R,82.44,411.78,398.65,18.59%,349,88.7,87.88,7.3,7.25,19.0,2141.9,-0.58,-5.64,-6.25,5.94,48.4%,-,-,8.6%,74.11,87.70,394.09,163.93,1362.62,4776.91,377.29
1,1162245632,J. Arnold,Jamie Arnold,Arnold,Jamie,P,Florida State University,FSU,101,Florida State,BBC,R,L,55.46,32.7,55.5,28.1%,17.4%,30.8%,42.3%,24,10:33,136.6,.230,L,162.81,813.25,826.78,27.96%,203,94.5,94.27,-12.1,12.06,13.6,2264.0,1.91,-3.39,-3.73,6.26,52.7%,-,-,19.7%,231.15,154.71,825.31,646.16,1387.84,5443.65,398.30
1,1299957504,B. Barfield,Brett Barfield,Barfield,Brett,P,Georgia Tech,GT,100,Georgia Tech,BBC,L,L,59.27,18.5,59.3,12.9%,14.3%,28.6%,42.9%,24,10:59,149.4,.387,L,98.06,489.79,479.28,20.98%,68,88.3,87.97,-7.6,7.60,14.1,2122.1,0.83,-4.14,-4.65,6.25,53.7%,-,-,10.3%,100.55,101.92,477.72,285.88,1279.16,4527.91,372.92
1,1307918592,R. Denison,Ryan Denison,Denison,Ryan,P,Florida State University,FSU,101,Florida State,BBC,R,R,69.65,-13.8,69.6,13.3%,0.0%,0.0%,25.0%,23,12:57,-151.6,.683,R,81.52,407.21,404.22,16.17%,25,89.3,87.65,6.9,6.92,13.7,2032.7,-0.63,-5.03,-5.23,5.47,40.0%,-,-,8.0%,65.35,82.04,395.24,205.77,1266.82,4315.98,358.08
1,1155648512,G. Davis,Gabe Davis,Davis,Gabe,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,76.00,-22.4,76.0,18.4%,20.0%,21.2%,39.4%,26,12:55,-152.3,.355,R,102.13,510.12,507.60,19.98%,385,95.5,96.01,8.7,8.67,17.4,2467.5,-1.60,-4.86,-5.48,6.69,53.4%,-,-,9.1%,101.41,102.20,510.25,279.75,1439.33,5284.50,432.69
1,1100788992,A. Weaver,Aidan Weaver,Weaver,Aidan,P,Duke University,DUKE,730336256,Duke,BBC,R,R,77.29,-14.7,77.3,10.1%,44.4%,31.6%,31.6%,21,12:58,-151.2,.619,R,92.53,462.20,474.63,14.84%,114,93.9,93.83,9.3,9.28,18.0,1998.8,-0.14,-5.07,-5.60,6.35,38.9%,-,-,6.1%,70.41,85.70,473.99,235.65,1400.96,4847.03,354.29
1,1306814720,A. Healy,Andrew Healy,Healy,Andrew,P,Duke University,DUKE,730336256,Duke,BBC,L,L,76.56,24.8,76.6,21.6%,22.9%,43.2%,29.7%,22,10:55,147.4,.321,L,94.45,471.75,472.21,17.86%,181,91.2,90.37,-10.6,10.56,17.7,2048.8,1.65,-5.10,-5.48,5.93,46.4%,-,-,8.3%,84.33,93.21,467.62,228.72,1390.01,5267.81,362.55
1,1310677248,J. Romano,Jimmy Romano,Romano,Jimmy,P,Duke University,DUKE,730336256,Duke,BBC,R,R,70.20,-25.0,70.2,18.9%,27.3%,35.1%,32.4%,25,12:43,-158.4,.332,R,96.86,483.84,480.69,19.12%,197,93.0,92.47,6.5,6.52,17.2,2360.2,-1.78,-4.61,-5.28,6.11,54.3%,-,-,7.6%,91.90,97.29,477.81,269.46,1381.80,5072.35,414.01
1,1211163392,J. Giblin,Jonah Giblin,Giblin,Jonah,P,Arizona State University,ASU,5035,Arizona State,BBC,R,R,76.76,-24.3,76.8,32.8%,25.0%,25.0%,25.0%,23,12:51,-154.4,.198,R,104.45,521.72,493.89,26.04%,109,91.4,89.82,9.1,9.08,20.5,2057.5,-1.49,-4.77,-5.24,5.51,46.8%,-,-,19.3%,128.60,116.36,485.30,247.03,1422.24,5239.06,364.19
1,1196797696,D. Lally jr.,David Lally jr.,Lally jr.,David,P,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,70.55,-17.0,70.6,14.6%,0.0%,40.0%,60.0%,24,1:19,-140.7,.395,R,104.13,520.13,541.09,15.15%,56,92.7,91.82,12.3,12.33,16.0,2239.3,-0.61,-4.46,-4.27,5.89,26.8%,-,-,8.9%,81.97,93.18,536.12,302.84,1412.09,5042.80,394.20
1,1238102272,A. Weber,Aaron Weber,Weber,Aaron,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,76.11,-19.4,76.1,33.3%,16.7%,28.6%,28.6%,21,1:05,-147.4,.198,R,94.53,472.19,477.05,16.90%,27,90.8,89.40,11.1,11.15,18.7,1945.1,-1.06,-5.11,-5.22,5.62,55.6%,-,-,3.7%,80.61,91.23,469.46,223.90,1400.69,5068.06,345.34
1,1093134336,G. Cunningham,Grant Cunningham,Cunningham,Grant,P,University of Washington,WASH,3110,Washington,BBC,R,R,73.28,-17.7,73.3,28.9%,17.6%,30.4%,34.2%,26,12:39,-160.5,.221,R,92.59,462.47,441.40,22.28%,478,90.6,90.39,5.8,5.84,17.1,2395.1,-1.29,-4.91,-5.29,6.32,49.3%,-,-,13.4%,98.36,101.46,440.47,233.63,1353.42,4770.76,419.20
1,1246857984,B. Jacobs,Ben Jacobs,Jacobs,Ben,P,Arizona State University,ASU,5035,Arizona State,BBC,L,L,68.62,9.7,68.6,26.1%,22.7%,36.0%,28.0%,24,11:00,149.8,.381,L,110.81,553.51,555.23,20.69%,187,91.3,90.20,-11.2,11.20,20.3,2220.1,-0.22,-4.29,-4.67,5.76,50.8%,-,-,10.7%,114.87,108.80,548.96,302.18,1457.28,4806.60,391.32
1,1227129600,B. Wynk,Blaine Wynk,Wynk,Blaine,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,72.05,-26.2,72.1,23.7%,16.0%,21.1%,50.9%,26,12:32,-164.0,.363,R,89.97,449.39,430.09,21.39%,336,92.7,91.91,4.1,4.13,15.2,2394.9,-1.84,-4.82,-5.51,5.94,53.6%,-,-,10.7%,92.00,98.04,425.52,242.62,1322.98,4899.31,419.06
1,1248875776,R. Free,Ryan Free,Free,Ryan,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,L,71.86,28.3,71.9,17.3%,33.3%,28.9%,31.6%,26,11:04,152.1,.487,L,90.59,452.48,446.15,18.63%,209,88.7,86.12,-8.5,8.51,17.2,2266.5,1.65,-5.05,-5.60,4.93,53.1%,-,-,7.2%,83.12,92.57,432.02,220.62,1356.71,5190.62,398.02
1,1310900225,P. Fox,Phil Fox,Fox,Phil,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,59.09,-21.5,59.1,32.8%,15.4%,29.6%,29.6%,24,12:54,-153.0,.221,R,113.84,568.64,556.25,24.40%,143,91.9,91.11,8.2,8.21,17.2,2209.2,-1.10,-3.50,-3.62,5.94,53.1%,-,-,14.7%,135.70,118.41,551.72,345.45,1376.49,4857.20,388.54
1,1243567104,A. Petrowski,Andrew Petrowski,Petrowski,Andrew,P,Baylor University,BAY,3033,Baylor,BBC,R,R,70.50,-12.5,70.5,15.7%,40.7%,46.4%,7.1%,21,1:08,-145.8,.399,R,99.20,495.51,519.40,13.56%,98,92.1,89.72,11.6,11.63,18.2,1973.4,-0.02,-4.63,-5.12,5.01,48.0%,-,-,2.0%,70.45,86.94,506.03,270.15,1412.47,4741.87,350.09
1,1271072256,R. Lambert,Ryan Lambert,Lambert,Ryan,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,76.46,-22.9,76.5,26.9%,15.0%,14.3%,47.6%,27,12:12,-174.1,.277,R,92.59,462.48,446.14,21.23%,167,96.3,95.23,1.8,1.77,17.4,2633.4,-1.95,-4.81,-5.36,5.81,44.0%,-,-,13.2%,94.73,99.24,440.42,260.78,1384.41,4858.11,459.36
1,1093151488,P. George,Pierce George,George,Pierce,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,74.25,-13.6,74.2,26.5%,18.2%,40.0%,16.0%,24,1:02,-148.8,.398,R,108.94,544.15,559.24,17.37%,143,98.8,98.15,9.8,9.77,17.1,2340.4,-0.39,-4.43,-4.83,6.02,40.7%,-,-,9.8%,97.12,100.69,555.51,327.81,1465.65,4931.52,411.89
1,1205112064,C. Lummus,Chase Lummus,Lummus,Chase,P,University of Texas,TEX,245,Texas,BBC,L,L,69.80,18.4,69.8,4.8%,33.3%,33.3%,33.3%,25,10:49,144.3,.577,L,90.78,453.43,473.58,12.79%,43,86.8,86.12,-11.7,11.65,17.3,2176.3,0.42,-4.94,-5.26,6.04,51.2%,-,-,0.0%,60.57,80.35,470.01,230.04,1368.23,5020.57,382.95
1,1162034944,C. Scinta,Chris Scinta,Scinta,Chris,P,University of Miami,MIA,236,Miami,BBC,L,L,63.82,20.4,63.8,9.1%,16.7%,28.6%,42.9%,27,10:51,145.7,.538,L,97.56,487.30,505.69,14.47%,45,88.7,87.56,-10.4,10.37,16.2,2399.5,1.51,-4.47,-5.07,5.77,51.1%,-,-,2.2%,73.17,87.88,499.56,281.02,1372.62,4995.33,420.22
1,1340976896,B. Walters,Brian Walters,Walters,Brian,P,University of Miami,MIA,236,Miami,BBC,R,R,62.89,-23.5,62.9,31.3%,66.7%,33.3%,16.7%,21,1:18,-141.2,.466,R,116.94,584.11,550.63,29.67%,43,94.6,93.93,10.8,10.80,14.5,1989.8,-0.93,-3.92,-4.52,6.02,62.8%,-,-,18.6%,163.35,131.36,546.87,332.48,1365.60,4992.65,352.53
1,1129425152,N. Higgins,Nolan Higgins,Higgins,Nolan,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,70.97,-12.1,71.0,19.6%,25.0%,18.8%,40.6%,25,12:56,-152.0,.538,R,93.13,465.20,460.49,18.76%,175,91.6,91.16,7.9,7.89,15.6,2280.3,-0.49,-4.84,-5.32,6.15,47.4%,-,-,9.1%,86.37,94.33,457.96,248.21,1350.15,4562.44,400.20
1,1310912256,M. Fernandez,Matthew Fernandez,Fernandez,Matthew,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,70.28,-11.5,70.3,33.3%,21.4%,25.0%,31.3%,27,12:30,-165.1,.477,R,94.72,473.11,462.44,20.38%,79,91.0,89.57,4.6,4.57,18.0,2468.0,-0.62,-4.54,-4.97,5.58,43.0%,-,-,12.7%,94.24,98.69,454.52,261.11,1364.97,4435.88,431.20
1,1188699136,C. Wilford,Connor Wilford,Wilford,Connor,P,Washington State University,WSU,4505,Washington State,BBC,L,R,73.56,-17.7,73.6,19.1%,22.7%,26.1%,32.6%,24,12:59,-150.7,.446,R,84.86,423.85,438.82,12.81%,224,88.0,86.95,9.2,9.15,17.6,2137.5,-1.32,-5.16,-5.35,5.80,37.1%,-,-,4.9%,56.23,76.92,432.92,205.59,1353.47,4856.25,376.50
1,1239590656,H. Cashero,Hunter Cashero,Cashero,Hunter,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,63.94,-9.9,63.9,25.0%,23.8%,29.2%,45.8%,24,12:57,-151.6,.490,R,94.81,473.56,472.32,18.30%,94,91.0,90.39,7.3,7.30,14.3,2172.1,-0.43,-4.33,-5.05,6.08,53.2%,-,-,6.4%,86.45,94.36,469.10,275.47,1307.04,4263.09,381.68
1,1251444224,J. Wentworth,Jackson Wentworth,Wentworth,Jackson,P,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,73.21,-2.2,73.2,24.1%,16.5%,25.3%,42.5%,25,12:30,-165.1,.399,R,91.93,459.20,451.31,19.23%,430,92.3,91.77,4.4,4.44,18.0,2334.8,0.03,-4.71,-5.58,6.12,54.7%,-,-,7.4%,86.80,94.63,448.47,247.36,1363.86,4092.49,409.20
1,1292062208,M. Buss,Mason Buss,Buss,Mason,P,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,65.19,-30.5,65.2,8.2%,28.6%,46.4%,17.9%,23,1:07,-146.3,.411,R,94.03,469.70,481.77,15.20%,133,89.4,88.55,9.5,9.55,15.5,2027.4,-2.24,-4.44,-5.07,5.90,54.1%,-,-,2.3%,73.24,87.36,476.85,263.41,1326.02,5192.39,358.20
1,1238294016,N. Snead,Nate Snead,Snead,Nate,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,65.01,-23.0,65.0,24.2%,14.3%,42.9%,14.3%,26,1:05,-147.5,.298,R,98.02,489.59,479.04,20.98%,60,94.0,92.79,7.5,7.51,11.6,2407.8,-1.56,-4.44,-4.98,5.75,41.1%,-,-,13.3%,100.50,101.90,472.67,294.39,1312.15,4790.71,421.23
1,1091514112,S. Jones,Spencer Jones,Jones,Spencer,P,Washington State University,WSU,4505,Washington State,BBC,L,L,76.30,19.4,76.3,9.1%,23.1%,21.4%,42.9%,23,10:52,145.9,.499,L,84.81,423.65,414.76,18.10%,77,88.8,87.71,-9.9,9.86,15.8,2082.1,1.84,-5.53,-5.84,5.79,42.9%,-,-,9.1%,75.07,88.06,408.78,182.83,1333.66,4911.42,367.37
1,1110844672,M. Bucknam,Micah Bucknam,Bucknam,Micah,P,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,67.44,-37.8,67.4,21.4%,33.3%,66.7%,0.0%,27,1:21,-139.5,.489,R,118.94,594.10,567.28,28.57%,28,93.2,92.29,12.6,12.61,15.8,2480.8,-2.54,-4.30,-4.24,5.87,50.0%,-,-,21.4%,162.08,130.22,562.12,331.06,1438.06,5930.41,434.87
1,1297353472,C. Hoover,Chase Hoover,Hoover,Chase,P,Texas Christian University,TCU,5045,TCU,BBC,L,L,71.23,18.4,71.2,20.2%,26.3%,27.3%,45.5%,24,10:59,149.7,.545,L,97.00,484.52,495.71,15.96%,160,91.5,90.82,-9.6,9.64,17.6,2160.1,0.76,-4.68,-5.45,6.04,44.4%,-,-,6.3%,79.13,90.71,492.16,262.42,1391.82,4956.89,380.85
1,1174785280,T. O'Harran,Toran O'Harran,O'Harran,Toran,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,70.05,-25.9,70.0,26.0%,28.8%,40.6%,27.5%,25,1:04,-148.1,.338,R,113.14,565.14,568.25,20.83%,501,92.6,91.74,11.6,11.60,19.7,2321.0,-1.10,-4.28,-4.61,5.92,45.3%,-,-,12.6%,118.34,110.46,563.49,316.13,1471.88,5512.39,408.44
1,1294951424,N. Dugan,Nick Dugan,Dugan,Nick,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,70.44,-20.4,70.4,21.3%,21.7%,21.6%,47.1%,24,12:53,-153.6,.437,R,94.07,469.90,489.44,13.55%,568,90.4,90.67,8.6,8.58,18.3,2132.1,-1.31,-4.55,-5.11,6.58,40.4%,-,-,4.6%,66.33,83.90,490.99,260.33,1379.79,4997.41,375.97
1,1155644160,E. Hammond,Eric Hammond,Hammond,Eric,P,University of Southern California,USC,5047,USC,BBC,R,R,69.94,-16.6,69.9,15.4%,33.3%,30.0%,25.0%,23,1:02,-148.8,.498,R,97.88,488.90,508.00,14.37%,95,90.9,88.95,9.9,9.95,17.6,2110.4,-0.51,-4.46,-5.59,5.28,44.7%,-,-,4.2%,73.02,87.87,497.23,275.20,1385.36,4814.96,372.49
1,1273819648,L. Lyman,Luke Lyman,Lyman,Luke,P,West Virginia University,WVU,5327,West Virginia,BBC,R,R,72.25,-11.0,72.3,20.0%,0.0%,37.5%,50.0%,25,12:55,-152.4,.274,R,98.55,492.26,479.73,21.52%,38,91.8,90.46,8.2,8.19,16.7,2257.9,-0.00,-4.70,-4.93,5.62,47.4%,-,-,13.2%,103.24,103.35,472.11,260.38,1372.71,4558.16,396.61
1,1257455616,T. Mejia,Tyler Mejia,Mejia,Tyler,P,Oregon State University,ORST,3111,Oregon State,BBC,L,L,73.44,20.1,73.4,9.5%,20.0%,60.0%,20.0%,26,10:50,145.1,.473,L,99.32,496.12,522.70,12.99%,33,88.3,86.26,-12.3,12.28,19.1,2307.6,1.09,-4.67,-5.64,5.21,36.4%,-,-,6.1%,67.88,85.79,511.27,268.45,1429.58,5246.77,405.66
1,1155468544,R. Beuter,Reece Beuter,Beuter,Reece,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,65.24,-34.0,65.2,34.8%,40.0%,9.1%,27.3%,24,1:19,-140.3,.569,R,109.78,548.36,545.73,21.46%,56,94.0,92.67,11.6,11.62,15.1,2279.8,-1.87,-4.23,-4.79,5.66,57.4%,-,-,8.9%,117.10,109.82,538.53,317.72,1403.76,5578.53,401.19
1,1205106176,D. Wright,Dan Wright,Wright,Dan,P,University of Houston,HOU,3030,Houston,BBC,R,R,75.24,-22.9,75.2,14.3%,0.0%,16.7%,50.0%,27,1:09,-145.7,.376,R,83.53,417.24,416.82,15.98%,52,90.8,91.37,8.0,8.03,12.7,2470.8,-1.99,-5.35,-6.32,6.77,45.1%,-,-,5.8%,66.60,82.82,420.21,216.09,1313.46,5028.51,431.77
1,1334274304,C. Wietgrefe,Connor Wietgrefe,Wietgrefe,Connor,P,University of Minnesota,MINN,4864,Minnesota,BBC,R,L,62.24,33.6,62.2,30.9%,30.0%,23.1%,38.5%,26,10:44,141.8,.365,L,111.84,558.64,549.15,23.37%,95,91.5,90.38,-10.9,10.94,14.7,2421.6,2.14,-4.01,-4.39,5.77,42.1%,-,-,16.8%,128.35,115.08,543.05,332.61,1380.17,5509.83,424.20
1,1084702720,A. Combs,Aaron Combs,Combs,Aaron,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,63.19,-13.3,63.2,24.1%,16.7%,33.3%,27.8%,27,1:24,-138.1,.301,R,125.69,627.82,638.37,21.56%,191,92.6,90.97,15.3,15.33,18.3,2512.4,-0.15,-3.84,-3.73,5.47,37.6%,-,-,16.2%,137.62,119.38,629.35,377.30,1505.92,5191.89,440.41
1,1204041216,T. Smith,Travis Smith,Smith,Travis,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,73.96,-28.8,74.0,22.5%,21.9%,17.1%,54.3%,24,12:57,-151.4,.440,R,95.32,476.10,470.83,19.29%,180,93.9,93.08,8.1,8.08,15.2,2269.9,-1.95,-4.88,-5.67,5.93,50.6%,-,-,8.9%,90.84,96.75,466.19,257.88,1365.62,5247.24,399.13
1,1294976000,G. Herring,Griffin Herring,Herring,Griffin,P,Louisiana State University,LSU,5323,Louisiana State,BBC,R,L,72.97,17.5,73.0,25.9%,20.0%,34.9%,34.9%,24,10:51,145.6,.342,L,104.53,522.11,525.28,19.17%,324,91.8,92.19,-11.8,11.82,18.2,2236.0,0.10,-4.72,-5.18,6.65,49.7%,-,-,9.0%,100.72,101.91,527.46,275.52,1435.26,5180.46,393.85
1,1099150080,E. Darden,Ethan Darden,Darden,Ethan,P,Clemson University,CLEM,730358784,Clemson,BBC,L,L,68.49,-0.0,68.5,30.0%,25.0%,33.3%,55.6%,24,12:18,-171.2,.382,L,96.13,480.18,455.66,23.72%,39,91.2,90.41,2.8,2.82,16.9,2225.3,0.59,-4.11,-5.13,5.94,48.7%,-,-,15.4%,108.10,106.58,451.16,273.27,1308.69,3745.77,390.34
1,1162527744,B. Jones,Brayden Jones,Jones,Brayden,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,70.74,-14.6,70.7,20.0%,14.3%,31.7%,46.3%,21,12:56,-151.8,.369,R,103.45,516.73,522.43,18.41%,266,94.1,92.49,9.2,9.18,18.3,1931.9,-0.49,-4.32,-4.96,5.46,51.1%,-,-,7.5%,96.16,99.66,513.32,289.34,1400.50,4700.60,343.16
1,1250611968,A. Russell,Aj Russell,Russell,Aj,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,58.17,-23.7,58.2,29.2%,0.0%,100.0%,0.0%,26,1:29,-135.7,.271,R,142.45,711.54,645.62,41.72%,46,94.5,94.30,14.2,14.18,15.6,2418.6,-0.81,-3.43,-3.32,6.32,47.8%,-,-,39.1%,269.35,171.80,644.75,409.12,1456.71,5405.09,424.49
1,1184446464,E. Siary,Evan Siary,Siary,Evan,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,65.00,-27.5,65.0,28.7%,24.2%,50.0%,20.6%,24,1:10,-145.2,.302,R,117.55,587.17,594.11,20.82%,173,91.7,90.89,12.8,12.78,19.5,2236.7,-1.25,-3.93,-4.33,5.94,53.5%,-,-,9.8%,123.66,113.03,589.60,339.50,1465.88,5556.48,394.38
1,1308573184,K. Froehlich,Kyle Froehlich,Froehlich,Kyle,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,R,71.96,-5.5,72.0,31.9%,23.3%,39.6%,37.5%,23,12:23,-168.6,.349,R,93.92,469.12,424.46,27.77%,195,90.5,89.69,3.5,3.49,18.6,2096.6,-0.34,-4.69,-5.36,5.95,63.1%,-,-,15.9%,117.88,113.83,420.03,223.06,1325.03,4046.84,369.15
1,1294956288,G. Cleavinger,Grant Cleavinger,Cleavinger,Grant,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,71.32,15.5,71.3,15.2%,66.7%,25.0%,50.0%,27,10:48,144.0,.465,L,105.25,525.74,535.75,17.79%,53,89.8,88.08,-12.3,12.31,18.0,2383.2,1.12,-4.56,-4.78,5.41,37.7%,-,-,11.3%,95.33,99.43,526.19,287.96,1431.96,5063.42,418.21
1,1100186624,A. Turkington,Austin Turkington,Turkington,Austin,P,University of California,CAL,730152448,California,BBC,R,R,69.18,-18.6,69.2,21.4%,0.0%,0.0%,80.0%,24,1:21,-139.4,.087,R,103.52,517.07,542.40,14.06%,33,92.2,90.87,13.2,13.23,16.4,2172.8,-0.82,-4.54,-5.14,5.63,56.3%,-,-,0.0%,76.27,90.52,534.89,295.49,1418.83,5120.90,383.44
1,1153716224,K. Percival,Kyle Percival,Percival,Kyle,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,L,74.84,20.7,74.8,25.8%,15.0%,32.0%,52.0%,27,11:31,165.4,.308,L,82.51,412.16,405.49,17.17%,162,89.8,89.38,-4.2,4.17,16.8,2469.5,1.71,-5.15,-5.74,6.17,45.1%,-,-,8.0%,69.62,84.74,403.12,207.50,1331.27,4793.23,431.29
1,1297347840,K. Jaxel,Kevin Jaxel,Jaxel,Kevin,P,University of Virginia,UVA,5415,Virginia,BBC,R,R,73.30,-16.7,73.3,14.2%,27.5%,29.3%,31.7%,25,12:33,-163.4,.489,R,87.06,434.89,440.55,15.30%,221,89.1,88.13,5.8,5.76,20.2,2205.7,-1.03,-4.92,-5.69,5.87,48.9%,-,-,4.1%,67.40,83.47,435.33,215.36,1375.01,4733.75,387.91
1,1310687488,C. Mckay,Cullen Mckay,Mckay,Cullen,P,University of Virginia,UVA,5415,Virginia,BBC,R,R,68.99,-16.9,69.0,13.2%,26.9%,38.5%,11.5%,25,1:16,-142.2,.333,R,116.24,580.63,600.12,17.78%,202,92.7,91.05,14.5,14.49,19.9,2299.2,-0.25,-4.29,-4.89,5.44,43.6%,-,-,8.9%,106.69,105.85,590.79,329.46,1505.68,5315.67,405.24
1,1087427584,A. May,Aiden May,May,Aiden,P,Oregon State University,ORST,3111,Oregon State,BBC,R,R,65.96,-26.9,66.0,15.8%,9.1%,9.1%,54.5%,26,1:17,-141.3,.392,R,99.97,499.37,491.01,20.87%,45,94.7,93.64,8.3,8.25,11.5,2447.9,-1.45,-4.47,-4.79,5.83,57.8%,-,-,8.9%,102.46,102.81,485.40,301.84,1329.27,5029.47,428.10
1,1104209408,J. Matheson,Jared Matheson,Matheson,Jared,P,Baylor University,BAY,3033,Baylor,BBC,R,R,66.30,-15.3,66.3,18.2%,6.7%,20.0%,50.0%,24,1:07,-146.3,.327,R,113.27,565.78,569.27,20.77%,232,92.6,91.35,11.7,11.74,18.7,2259.7,-0.20,-4.16,-4.83,5.68,47.8%,-,-,11.6%,118.21,110.41,562.29,322.76,1451.15,4994.52,397.97
1,1281698816,A. Sentlinger,Andrew Sentlinger,Sentlinger,Andrew,P,Virginia Tech,VT,2293,Virginia Tech,BBC,L,L,68.32,14.0,68.3,22.4%,38.5%,30.8%,23.1%,25,11:30,165.2,.399,L,97.37,486.35,499.34,15.63%,77,90.3,90.45,-5.2,5.25,20.2,2300.1,0.62,-4.10,-4.91,6.52,36.4%,-,-,7.8%,78.05,90.22,500.37,285.35,1387.86,4635.88,403.56
1,1315758336,J. Garcia,JJ Garcia,Garcia,JJ,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,67.27,-24.9,67.3,31.3%,18.2%,36.4%,36.4%,25,1:05,-147.7,.270,R,109.18,545.37,517.61,26.92%,58,92.5,92.40,9.8,9.82,16.5,2268.6,-1.21,-4.43,-4.80,6.37,69.2%,-,-,12.1%,139.35,121.01,517.16,292.40,1392.62,5209.36,398.90
1,1237271296,K. Ayers,Kyle Ayers,Ayers,Kyle,P,Texas Christian University,TCU,5045,TCU,BBC,L,R,68.84,-11.9,68.8,23.7%,16.7%,25.0%,33.3%,25,1:00,-150.0,.373,R,117.62,587.49,573.47,25.48%,166,95.6,94.25,10.1,10.06,18.5,2430.0,-0.10,-4.16,-4.49,5.64,54.2%,-,-,16.3%,146.11,122.92,566.07,337.78,1470.20,4858.70,426.46
